Approved_symbol	Chromosome	NCBI_Gene_ID	Chromosome_number	Arm_name	Region_name	Chromosome_arm
RPL29P12	5p12	283412	5	p	12	5p
RPL29P13	5p15.2	391738	5	p	15.2	5p
RPL29P14	5q32	100270974	5	q	32	5q
RPL29P15	5q14.1	728820	5	q	14.1	5q
RPL29P16	6p21.1	100131206	6	p	21.1	6p
RPL29P17	6p22.3	645224	6	p	22.3	6p
RPL29P18	8q22.3	644103	8	q	22.3	8q
RPL29P19	8q11.21	389655	8	q	11.21	8q
RPL29P20	9q32	100129332	9	q	32	9q
RPL29P21	11p15.1	732199	11	p	15.1	11p
RPL29P22	11q12.3	100271472	11	q	12.3	11q
RPL29P23	11p13	646077	11	p	13	11p
RPL29P24	12q24.31	100129591	12	q	24.31	12q
RPL29P25	12q24.11	642493	12	q	24.11	12q
RPL29P26	12q22	643531	12	q	22	12q
RPL29P27	12p11.22	100130792	12	p	11.22	12p
RPL29P28	13q13.3	646884	13	q	13.3	13q
RPL29P29	13q31.2	100271474	13	q	31.2	13q
RPL29P30	15q23	729611	15	q	23	15q
RPL29P31	17q21.31	284064	17	q	21.31	17q
RPL29P32	18q21.2	390856	18	q	21.2	18q
RPL29P33	19q13.11	401911	19	q	13.11	19q
RPL29P35	20q13.2	100419570	20	q	13.2	20q
RPL30	8q22.2	6156	8	q	22.2	8q
RPL30P1	1q25.1	100270975	1	q	25.1	1q
RPL30P2	2q23.3	100270976	2	q	23.3	2q
RPL30P3	2p25.1	100270977	2	p	25.1	2p
RPL30P4	3p22.3	100131230	3	p	22.3	3p
RPL30P5	4q21.23	100270978	4	q	21.23	4q
RPL30P6	4q22.3	100270980	4	q	22.3	4q
RPL30P7	5p15.2	100270979	5	p	15.2	5p
RPL30P8	6q22.1	100132053	6	q	22.1	6q
RPL30P9	8p21.3	100270981	8	p	21.3	8p
RPL30P10	8q12.1	100270982	8	q	12.1	8q
RPL30P11	12p13.1	100271303	12	p	13.1	12p
RPL30P12	12q23.3	100271304	12	q	23.3	12q
RPL30P13	12q12	100271305	12	q	12	12q
RPL30P14	18q21.33	100129867	18	q	21.33	18q
RPL30P15	Xp22.2	100271192	X	p	22.2	Xp
RPL30P16	8q23.3	100289099	8	q	23.3	8q
RPL31	2q11.2	6160	2	q	11.2	2q
RPL31P1	21q22.3	54027	21	q	22.3	21q
RPL31P2	20q11.22	140753	20	q	11.22	20q
RPL31P3	20q11.21	140718	20	q	11.21	20q
RPL31P4	14q23.1	729646	14	q	23.1	14q
RPL31P5	14q23.2	100129928	14	q	23.2	14q
RPL31P6	15q26.1	654387	15	q	26.1	15q
RPL31P7	17q25.3	654391	17	q	25.3	17q
RPL31P8	5q12.1	253013	5	q	12.1	5q
RPL31P9	18q22.1	619464	18	q	22.1	18q
RPL31P10	12p13.31	390283	12	p	13.31	12p
RPL31P11	1q23.3	641311	1	q	23.3	1q
RPL31P12	1p31.1	100270887	1	p	31.1	1p
RPL31P13	1q32.3	100270983	1	q	32.3	1q
RPL31P14	2q35	100129310	2	q	35	2q
RPL31P15	2q32.1	100270984	2	q	32.1	2q
RPL31P16	2p22.2	100129418	2	p	22.2	2p
RPL31P17	2q36.1	653773	2	q	36.1	2q
RPL31P18	3p22.3	285260	3	p	22.3	3p
RPL31P19	3p24.3	100270985	3	p	24.3	3p
RPL31P20	3p24.2	100270986	3	p	24.2	3p
RPL31P21	3q23	100270988	3	q	23	3q
RPL31P22	3q29	100270989	3	q	29	3q
RPL31P23	3q22.3	391581	3	q	22.3	3q
RPL31P24	4q22	100271194	4	q	22	4q
RPL31P25	4p15.31	100270987	4	p	15.31	4p
RPL31P26	4q31.23	100130537	4	q	31.23	4q
RPL31P27	6q24.2	100271198	6	q	24.2	6q
RPL31P28	6p12.1	442217	6	p	12.1	6p
RPL31P29	6q25.2	100270990	6	q	25.2	6q
RPL31P30	2p15	729203	2	p	15	2p
RPL31P31	4p15.1	727792	4	p	15.1	4p
RPL31P32	6q14.3	643851	6	q	14.3	6q
RPL31P33	6p12.1	442218	6	p	12.1	6p
RPL31P34	7p22.1	100271193	7	p	22.1	7p
RPL31P35	7p11.2	100271199	7	p	11.2	7p
RPL31P36	7q32	100271200	7	q	32	7q
RPL31P37	7q31.32	646787	7	q	31.32	7q
RPL31P38	7q11.21	442326	7	q	11.21	7q
RPL31P39	7q31.33	641790	7	q	31.33	7q
RPL31P40	8q13.2	100271196	8	q	13.2	8q
RPL31P41	8q13.1	100271201	8	q	13.1	8q
RPL31P42	9p22.2	100271197	9	p	22.2	9p
RPL31P43	9q31.2	392382	9	q	31.2	9q
RPL31P44	10q21.1	644522	10	q	21.1	10q
RPL31P45	10p12.31	729308	10	p	12.31	10p
RPL31P46	11q13.4	100271479	11	q	13.4	11q
RPL31P47	11q24.1	100271481	11	q	24.1	11q
RPL31P48	12q21.1	645654	12	q	21.1	12q
RPL31P49	12q24.11	100129882	12	q	24.11	12q
RPL31P50	12p11.21	341356	12	p	11.21	12p
RPL31P51	12q13	100271475	12	q	13	12q
RPL31P52	12q24.31	100271476	12	q	24.31	12q
RPL31P53	13q21.1	100271477	13	q	21.1	13q
RPL31P54	13q22.3	100271483	13	q	22.3	13q
RPL31P55	15q26.2	100128250	15	q	26.2	15q
RPL31P56	16q12.2	100271478	16	q	12.2	16q
RPL31P57	17q23.3	645993	17	q	23.3	17q
RPL31P58	17q11.2	100271485	17	q	11.2	17q
RPL31P59	18p11.31	100271480	18	p	11.31	18p
RPL31P60	19q13.11	100271486	19	q	13.11	19q
RPL31P61	19q13.12	100271487	19	q	13.12	19q
RPL31P62	22q11.1	100271482	22	q	11.1	22q
RPL31P63	Xq13.1	100271392	X	q	13.1	Xq
RPL32	3p25.2	6161	3	p	25.2	3p
RPL32P1	6p21.32	6163	6	p	21.32	6p
RPL32P2	15q14	654388	15	q	14	15q
RPL32P3	3q21.3	132241	3	q	21.3	3q
RPL32P4	8q21.3	100131339	8	q	21.3	8q
RPL32P5	22q11.1	23754	22	q	11.1	22q
RPL32P6	1p36.11	100270888	1	p	36.11	1p
RPL32P7	3q12.3	391560	3	q	12.3	3q
RPL32P8	3q25	100270991	3	q	25	3q
RPL32P9	3q25.1	100270992	3	q	25.1	3q
RPL32P10	3q26.33	391595	3	q	26.33	3q
RPL32P11	3p24.2	728572	3	p	24.2	3p
RPL32P12	4p15.33	731741	4	p	15.33	4p
RPL32P13	4q25	100270993	4	q	25	4q
RPL32P14	5p14.3	100270994	5	p	14.3	5p
RPL32P15	6p21.1	100132265	6	p	21.1	6p
RPL32P16	6q25.1	646104	6	q	25.1	6q
RPL32P17	7q36.1	402716	7	q	36.1	7q
RPL32P18	7p13	644907	7	p	13	7p
RPL32P19	8p22	646433	8	p	22	8p
RPL32P20	8q24.22	392271	8	q	24.22	8q
RPL32P21	9p13.2	100128004	9	p	13.2	9p
RPL32P22	9q32	644996	9	q	32	9q
RPL32P23	10p15.1	644020	10	p	15.1	10p
RPL32P24	11q14.1	100271489	11	q	14.1	11q
RPL32P25	11q21	100271490	11	q	21	11q
RPL32P26	12q14.1	100271491	12	q	14.1	12q
RPL32P27	12q13.12	100271306	12	q	13.12	12q
RPL32P28	13q21.31	100133193	13	q	21.31	13q
RPL32P29	14q21.3	729215	14	q	21.3	14q
RPL32P30	15q21.2	100271492	15	q	21.2	15q
RPL32P31	17q25.3	201259	17	q	25.3	17q
RPL32P32	17q23.2	100271488	17	q	23.2	17q
RPL32P33	17q24.3	100271493	17	q	24.3	17q
RPL32P34	19p13.3	100133162	19	p	13.3	19p
RPL32P35	Xq25	100271393	X	q	25	Xq
RPL32P36	Xp11.4	392447	X	p	11.4	Xp
RPL32P37	19p13.3	100128144	19	p	13.3	19p
RPL34	4q25	6164	4	q	25	4q
RPL34-DT	4q25	285456	4	q	25	4q
RPL34P1	1q24.2	26514	1	q	24.2	1q
RPL34P2	11p13	26513	11	p	13	11p
RPL34P3	21q22.12	54026	21	q	22.12	21q
RPL34P4	1p36	100270889	1	p	36	1p
RPL34P5	1q21	100270995	1	q	21	1q
RPL34P6	1q32.1	100270998	1	q	32.1	1q
RPL34P7	1q42.12	100127995	1	q	42.12	1q
RPL34P8	2q12.1	100270999	2	q	12.1	2q
RPL34P9	3q13.33	100271002	3	q	13.33	3q
RPL34P10	3q27.2	100271004	3	q	27.2	3q
RPL34P11	3p24.1	100130286	3	p	24.1	3p
RPL34P12	4q26	100270996	4	q	26	4q
RPL34P13	5q23	100270997	5	q	23	5q
RPL34P14	6p21.1	100129934	6	p	21.1	6p
RPL34P15	6q26	100271000	6	q	26	6q
RPL34P16	6p25.1	100133294	6	p	25.1	6p
RPL34P17	8q11.23	100271001	8	q	11.23	8q
RPL34P18	8q22.1	100271003	8	q	22.1	8q
RPL34P19	10p11.22	100271494	10	p	11.22	10p
RPL34P20	10q24.1	100271308	10	q	24.1	10q
RPL34P21	11q24.3	100271495	11	q	24.3	11q
RPL34P22	11p11.2	100271498	11	p	11.2	11p
RPL34P23	11q24.1	100271499	11	q	24.1	11q
RPL34P24	11p15.1	100271309	11	p	15.1	11p
RPL34P25	12p12	100271501	12	p	12	12p
RPL34P26	13q14.3	100130718	13	q	14.3	13q
RPL34P27	13q12.13	651249	13	q	12.13	13q
RPL34P28	14q22	100271500	14	q	22	14q
RPL34P29	16q12.1	100271503	16	q	12.1	16q
RPL34P30	17q21	100271505	17	q	21	17q
RPL34P31	17q11.1	729536	17	q	11.1	17q
RPL34P32	18q11.2	100271502	18	q	11.2	18q
RPL34P33	19p12	730061	19	p	12	19p
RPL34P34	19p12	342994	19	p	12	19p
RPL34P35	22q11.21	100271504	22	q	11.21	22q
RPL35	9q33.3	11224	9	q	33.3	9q
RPL35A	3q29	6165	3	q	29	3q
RPL35AP	20q13.12	140716	20	q	13.12	20q
RPL35AP2	9p13.3	652983	9	p	13.3	9p
RPL35AP3	6q23.3	387074	6	q	23.3	6q
RPL35AP5	1q32.1	100132122	1	q	32.1	1q
RPL35AP6	1q44	100271312	1	q	44	1q
RPL35AP7	1q23.3	100128984	1	q	23.3	1q
RPL35AP8	3p22.1	100271310	3	p	22.1	3p
RPL35AP9	3q25.32	100271311	3	q	25.32	3q
RPL35AP10	3q25.33	100271313	3	q	25.33	3q
RPL35AP11	4q22.3	100271314	4	q	22.3	4q
RPL35AP12	4q32.2	100271316	4	q	32.2	4q
RPL35AP13	5q13.2	100131945	5	q	13.2	5q
RPL35AP14	5q12.1	100271315	5	q	12.1	5q
RPL35AP15	5q23.1	100271317	5	q	23.1	5q
RPL35AP16	5q32	100271318	5	q	32	5q
RPL35AP17	5q32	100271319	5	q	32	5q
RPL35AP18	6q14.1	100271321	6	q	14.1	6q
RPL35AP19	8q24.12	100271322	8	q	24.12	8q
RPL35AP20	9p24.1	100128277	9	p	24.1	9p
RPL35AP21	9q21.13	100271506	9	q	21.13	9q
RPL35AP22	9q33.1	100271507	9	q	33.1	9q
RPL35AP23	10q11.22	100271633	10	q	11.22	10q
RPL35AP24	10q11.23	100271631	10	q	11.23	10q
RPL35AP26	11q24.2	100271630	11	q	24.2	11q
RPL35AP27	12p11.21	100271635	12	p	11.21	12p
RPL35AP28	12q13.12	100271637	12	q	13.12	12q
RPL35AP29	12q13.13	100271638	12	q	13.13	12q
RPL35AP30	12q24.23	100271639	12	q	24.23	12q
RPL35AP31	13q21.33	100271640	13	q	21.33	13q
RPL35AP32	15q22.31	100271632	15	q	22.31	15q
RPL35AP33	16q22.1	100271634	16	q	22.1	16q
RPL35AP34	16p13.12	100271641	16	p	13.12	16p
RPL35AP35	17q11.2	100271636	17	q	11.2	17q
RPL35AP36	22q13.31	100128393	22	q	13.31	22q
RPL35AP37	Xp22.2	100128807	X	p	22.2	Xp
RPL35AP38	19p13.3	107985264	19	p	13.3	19p
RPL35P1	1q43	440737	1	q	43	1q
RPL35P2	6p21.31	646766	6	p	21.31	6p
RPL35P3	6q21	728010	6	q	21	6q
RPL35P4	7p15.2	100271006	7	p	15.2	7p
RPL35P5	7q11.21	441246	7	q	11.21	7q
RPL35P6	8p22	100271007	8	p	22	8p
RPL35P7	13q33.3	341604	13	q	33.3	13q
RPL35P8	22q13.33	643653	22	q	13.33	22q
RPL35P10	19p13.3	390876	19	p	13.3	19p
RPL36	19p13.3	25873	19	p	13.3	19p
RPL36A	Xq22.1	6173	X	q	22.1	Xq
RPL36A-HNRNPH2	Xq22.1	100529097	X	q	22.1	Xq
RPL36AL	14q21.3	6166	14	q	21.3	14q
RPL36AP1	14q22.3	100131379	14	q	22.3	14q
RPL36AP2	14q23.3	326301	14	q	23.3	14q
RPL36AP4	14q32.12	326304	14	q	32.12	14q
RPL36AP5	6p21.1	387090	6	p	21.1	6p
RPL36AP6	9q31.2	641556	9	q	31.2	9q
RPL36AP7	17q25.1	728202	17	q	25.1	17q
RPL36AP8	15q14	643007	15	q	14	15q
RPL36AP9	1p34.2	100271139	1	p	34.2	1p
RPL36AP10	1p22.2	100271140	1	p	22.2	1p
RPL36AP11	1p22.1	100129180	1	p	22.1	1p
RPL36AP12	1p21.2	100130034	1	p	21.2	1p
RPL36AP13	2p23.3	100271323	2	p	23.3	2p
RPL36AP14	2p21-p16	100271324	2	p	21	2p
RPL36AP15	2p16.3	100271325	2	p	16.3	2p
RPL36AP16	2p14	100271327	2	p	14	2p
RPL36AP17	3p22.3	100271326	3	p	22.3	3p
RPL36AP18	4q21.1	100271328	4	q	21.1	4q
RPL36AP19	4q25	100271330	4	q	25	4q
RPL36AP20	5q33.1	100271329	5	q	33.1	5q
RPL36AP21	5p15.1	100271332	5	p	15.1	5p
RPL36AP23	4q25	729075	4	q	25	4q
RPL36AP24	6q21	100271508	6	q	21	6q
RPL36AP25	6p22.3	100271331	6	p	22.3	6p
RPL36AP26	7p21.2	729909	7	p	21.2	7p
RPL36AP27	7p13	100128072	7	p	13	7p
RPL36AP28	7q36.1	100271509	7	q	36.1	7q
RPL36AP29	7p21.2	100271510	7	p	21.2	7p
RPL36AP30	7q36.3	100271511	7	q	36.3	7q
RPL36AP31	8q21.3	642320	8	q	21.3	8q
RPL36AP32	8p21.1	100271512	8	p	21.1	8p
RPL36AP33	9p13.3	100191039	9	p	13.3	9p
RPL36AP34	9p21.2	100271513	9	p	21.2	9p
RPL36AP35	9q31.3	100271610	9	q	31.3	9q
RPL36AP36	10p13	644834	10	p	13	10p
RPL36AP37	11p15.1	729362	11	p	15.1	11p
RPL36AP38	11q13.4	100271642	11	q	13.4	11q
RPL36AP39	11p15.5	100271643	11	p	15.5	11p
RPL36AP40	11p14.3	554234	11	p	14.3	11p
RPL36AP41	12q14.2	100271644	12	q	14.2	12q
RPL36AP43	15q26.1	100271646	15	q	26.1	15q
RPL36AP44	15q22.2	100132199	15	q	22.2	15q
RPL36AP45	15q24.2	441727	15	q	24.2	15q
RPL36AP46	17q23.2	729621	17	q	23.2	17q
RPL36AP47	17q23.2	100271647	17	q	23.2	17q
RPL36AP48	17q24.2	646175	17	q	24.2	17q
RPL36AP49	18p11.21	284230	18	p	11.21	18p
RPL36AP50	19q13.42	100271648	19	q	13.42	19q
RPL36AP51	19p12	649299	19	p	12	19p
RPL36AP52	Xq27.1	207032	X	q	27.1	Xq
RPL36AP53	Xq23	100271611	X	q	23	Xq
RPL36AP54	Xq26	100271612	X	q	26	Xq
RPL36AP55	10p12.1	100420206	10	p	12.1	10p
RPL36P1	20q13.2	140697	20	q	13.2	20q
RPL36P2	20q13.13	140751	20	q	13.13	20q
RPL36P3	14q24.2	326303	14	q	24.2	14q
RPL36P4	20q11.22	140750	20	q	11.22	20q
RPL36P5	1p36.11	127295	1	p	36.11	1p
RPL36P6	1q43	100271008	1	q	43	1q
RPL36P7	3q29	100271010	3	q	29	3q
RPL36P8	4q21.1	643205	4	q	21.1	4q
RPL36P9	6p21.31	100271009	6	p	21.31	6p
RPL36P10	6p12.3	100271011	6	p	12.3	6p
RPL36P11	5q31.3	642531	5	q	31.3	5q
RPL36P12	7q22.3	100271012	7	q	22.3	7q
RPL36P13	7q31.1	100271013	7	q	31.1	7q
RPL36P14	9q31.3	347292	9	q	31.3	9q
RPL36P15	12q24.22	100271334	12	q	24.22	12q
RPL36P16	19q13.2	651600	19	q	13.2	19q
RPL36P17	22q12.2	100271336	22	q	12.2	22q
RPL36P18	Xq23	100271394	X	q	23	Xq
RPL36P20	3p22.1	729032	3	p	22.1	3p
RPL37	5p13.1	6167	5	p	13.1	5p
RPL37A	2q35	6168	2	q	35	2q
RPL37A-DT	2q35	100507554	2	q	35	2q
RPL37AP1	20q13.12	140717	20	q	13.12	20q
RPL37AP2	4q12	100271337	4	q	12	4q
RPL37AP3	6q21	100132988	6	q	21	6q
RPL37AP4	6q26	100271338	6	q	26	6q
RPL37AP5	7q34	100129856	7	q	34	7q
RPL37AP6	7q22-q31	100271339	7	q	22	7q
RPL37AP7	11p14.1	100131730	11	p	14.1	11p
RPL37AP8	11q23.1	644338	11	q	23.1	11q
RPL37AP9	12p13.1	100271606	12	p	13.1	12p
RPL37P1	20q11.22	140696	20	q	11.22	20q
RPL37P2	11q13.2	116730	11	q	13.2	11q
RPL37P3	21q21.1	378818	21	q	21.1	21q
RPL37P4	21q21.1	378819	21	q	21.1	21q
RPL37P5	14q23.1	654369	14	q	23.1	14q
RPL37P6	8q12.1	346950	8	q	12.1	8q
RPL37P7	1p32.3	100270890	1	p	32.3	1p
RPL37P8	1q44	100271014	1	q	44	1q
RPL37P9	1p36.31-p36.23	100270828	1	p	36.31	1p
RPL37P10	2p11.2	100271015	2	p	11.2	2p
RPL37P11	2p23.3	100271016	2	p	23.3	2p
RPL37P12	2q13	100271017	2	q	13	2q
RPL37P13	2p15	100271018	2	p	15	2p
RPL37P14	4p13-p12	100271019	4	p	13	4p
RPL37P15	6q13	100271020	6	q	13	6q
RPL37P16	7q32.1	100271021	7	q	32.1	7q
RPL37P17	9q34	100271202	9	q	34	9q
RPL37P18	10p11.21	100271342	10	p	11.21	10p
RPL37P19	12q13.1	100271515	12	q	13.1	12q
RPL37P20	12p13	100271340	12	p	13	12p
RPL37P21	13q21.33	100271516	13	q	21.33	13q
RPL37P22	17q12	100271341	17	q	12	17q
RPL37P23	19q13.41	648217	19	q	13.41	19q
RPL37P24	Xp11.22	100271395	X	p	11.22	Xp
RPL38	17q25.1	6169	17	q	25.1	17q
RPL38P1	3q24	116809	3	q	24	3q
RPL38P2	2p12	100129991	2	p	12	2p
RPL38P3	4q12	100132311	4	q	12	4q
RPL38P4	3q11.2	100130963	3	q	11.2	3q
RPL38P5	2q33.1	100130026	2	q	33.1	2q
RPL38P6	2p11.2	107985813	2	p	11.2	2p
RPL39	Xq24	6170	X	q	24	Xq
RPL39L	3q27.3	116832	3	q	27.3	3q
RPL39P	20q13.31	140719	20	q	13.31	20q
RPL39P2	14q11.2	326306	14	q	11.2	14q
RPL39P3	6q13	285785	6	q	13	6q
RPL39P4	17q21.1	654392	17	q	21.1	17q
RPL39P5	3q22.2	553117	3	q	22.2	3q
RPL39P6	1p36.22	100270891	1	p	36.22	1p
RPL39P7	1p36.11	100270892	1	p	36.11	1p
RPL39P8	1p13.2	100270893	1	p	13.2	1p
RPL39P9	1p21	100270894	1	p	21	1p
RPL39P10	1q43	100129952	1	q	43	1q
RPL39P11	1q25	100271022	1	q	25	1q
RPL39P12	1p36.33	100270829	1	p	36.33	1p
RPL39P13	1p22.2	100130802	1	p	22.2	1p
RPL39P14	2q33.1	100132127	2	q	33.1	2q
RPL39P15	2p14	647236	2	p	14	2p
RPL39P16	2q13	100271023	2	q	13	2q
RPL39P17	3p25.1	100271024	3	p	25.1	3p
RPL39P18	3p24.3	100271025	3	p	24.3	3p
RPL39P19	3q27	100271027	3	q	27	3q
RPL39P20	5q14.1	100131160	5	q	14.1	5q
RPL39P21	5q13.3	644499	5	q	13.3	5q
RPL39P22	5p13	100271028	5	p	13	5p
RPL39P23	7p12-p11.2	100271203	7	p	12	7p
RPL39P24	9q34.13	100271396	9	q	34.13	9q
RPL39P25	10q22.2	100271517	10	q	22.2	10q
RPL39P26	11p15.3	100271518	11	p	15.3	11p
RPL39P27	12p12.1	100133222	12	p	12.1	12p
RPL39P28	12q15	100271520	12	q	15	12q
RPL39P29	13q33.1	100271522	13	q	33.1	13q
RPL39P30	16q24.2	100271519	16	q	24.2	16q
RPL39P31	16q22.2	100271525	16	q	22.2	16q
RPL39P32	17q12	100131387	17	q	12	17q
RPL39P33	17q22	100271521	17	q	22	17q
RPL39P34	19q13.41	100271523	19	q	13.41	19q
RPL39P35	19q13.41	100271524	19	q	13.41	19q
RPL39P36	19q13.42	100271526	19	q	13.42	19q
RPL39P37	19q13.41	100271528	19	q	13.41	19q
RPL39P38	19p13.11	100271529	19	p	13.11	19p
RPL39P39	20q13.31	100271530	20	q	13.31	20q
RPL39P40	21q21.1	100271531	21	q	21.1	21q
RPL39P41	22q13.1	100271532	22	q	13.1	22q
RPL41	12q13	6171	12	q	13	12q
RPL41P1	20p11.22	22971	20	p	11.22	20p
RPL41P2	15q11-q13	22970	15	q	11	15q
RPL41P3	22q13.1	22969	22	q	13.1	22q
RPL41P4	14q24.3	326308	14	q	24.3	14q
RPL41P5	12q22	6172	12	q	22	12q
RPL41P6	Yq11.23	286568	Y	q	11.23	Yq
RPL41P7	Yq11.23	286570	Y	q	11.23	Yq
RPLP0	12q24.23	6175	12	q	24.23	12q
RPLP1	15q23	6176	15	q	23	15q
RPLP1P1	14q24.3	145499	14	q	24.3	14q
RPLP1P2	1q43	729138	1	q	43	1q
RPLP1P3	1q24.3	127099	1	q	24.3	1q
RPLP1P4	2q31.1	100129028	2	q	31.1	2q
RPLP1P5	2p24.3	130678	2	p	24.3	2p
RPLP1P6	5q33.1	729416	5	q	33.1	5q
RPLP1P7	5q23.2	133609	5	q	23.2	5q
RPLP1P8	6q23.3	100128745	6	q	23.3	6q
RPLP1P9	8p21-p11.2	100271049	8	p	21	8p
RPLP1P10	10q21.1	100271346	10	q	21.1	10q
RPLP1P11	17p12	100131087	17	p	12	17p
RPLP1P12	19q13.41	646566	19	q	13.41	19q
RPLP2	11p15.5	6181	11	p	15.5	11p
RPLP2P1	6p22.1	442175	6	p	22.1	6p
RPLP2P2	5q33.3	644198	5	q	33.3	5q
RPLP2P3	11q22.3	643949	11	q	22.3	11q
RPLP2P4	12p11.21	100271347	12	p	11.21	12p
RPLP2P5	17q23.2	100271348	17	q	23.2	17q
RPLP0P1	20p12.1	128745	20	p	12.1	20p
RPLP0P2	11q12.2	113157	11	q	12.2	11q
RPLP0P3	14q13.2	122589	14	q	13.2	14q
RPLP0P4	1q21.3	391102	1	q	21.3	1q
RPLP0P5	1q41	643779	1	q	41	1q
RPLP0P6	2p22.1	220717	2	p	22.1	2p
RPLP0P7	2q24.1	100271047	2	q	24.1	2q
RPLP0P8	3p14.1	100131151	3	p	14.1	3p
RPLP0P9	5q34	441114	5	q	34	5q
RPLP0P10	15q15.1	390578	15	q	15.1	15q
RPLP0P11	18q21.1	647094	18	q	21.1	18q
RPLP0P12	18q21.32	390860	18	q	21.32	18q
RPN1	3q21.3	6184	3	q	21.3	3q
RPN2	20q11.23	6185	20	q	11.23	20q
RPP14	3p14.3	11102	3	p	14.3	3p
RPP21	6p22.1	79897	6	p	22.1	6p
RPP25	15q24.2	54913	15	q	24.2	15q
RPP25L	9p13.3	138716	9	p	13.3	9p
RPP30	10q23.31	10556	10	q	23.31	10q
RPP38	10p13	10557	10	p	13	10p
RPP38-DT	10p13	221060	10	p	13	10p
RPP40	6p25.1	10799	6	p	25.1	6p
RPP40P2	13q21.2	100420608	13	q	21.2	13q
RPPH1	14q11.2	85495	14	q	11.2	14q
RPPH1-2P	14q23.3	106481202	14	q	23.3	14q
RPPH1-3P	4q32.1	106479602	4	q	32.1	4q
RPRD1A	18q12.2	55197	18	q	12.2	18q
RPRD1B	20q11.23	58490	20	q	11.23	20q
RPRD2	1q21.2	23248	1	q	21.2	1q
RPRM	2q23.3	56475	2	q	23.3	2q
RPRML	17q21.32	388394	17	q	21.32	17q
RPS2	16p13.3	6187	16	p	13.3	16p
RPS2P1	20q11.22	140755	20	q	11.22	20q
RPS2P2	14q24.3	326325	14	q	24.3	14q
RPS2P3	14q32.2	326326	14	q	32.2	14q
RPS2P4	14q32.33	92427	14	q	32.33	14q
RPS2P5	12q24.23	100130562	12	q	24.23	12q
RPS2P6	18q22.2	342808	18	q	22.2	18q
RPS2P7	20q13.12	86781	20	q	13.12	20q
RPS2P8	1p32.3	440589	1	p	32.3	1p
RPS2P9	1q31.3	100131866	1	q	31.3	1q
RPS2P10	1q24.1	401974	1	q	24.1	1q
RPS2P11	1p33	343184	1	p	33	1p
RPS2P12	1p34.2	650901	1	p	34.2	1p
RPS2P13	1p33	100270826	1	p	33	1p
RPS2P14	1p13	100270827	1	p	13	1p
RPS2P15	2p23.3	100270858	2	p	23.3	2p
RPS2P16	2q33.1	100270860	2	q	33.1	2q
RPS2P17	2p11.2	400963	2	p	11.2	2p
RPS2P18	2q31.1	643960	2	q	31.1	2q
RPS2P19	3q25.33	100270859	3	q	25.33	3q
RPS2P20	4q31.21	645018	4	q	31.21	4q
RPS2P21	4p13	441013	4	p	13	4p
RPS2P22	5p12	100270861	5	p	12	5p
RPS2P23	5q12	100270910	5	q	12	5q
RPS2P24	5q13.3	100270912	5	q	13.3	5q
RPS2P25	5q14.3	100270913	5	q	14.3	5q
RPS2P26	5q22.3	643992	5	q	22.3	5q
RPS2P27	4q28.3	440447	4	q	28.3	4q
RPS2P28	6p21.1	100132673	6	p	21.1	6p
RPS2P29	6p21.1	646294	6	p	21.1	6p
RPS2P30	7p15.1	100270911	7	p	15.1	7p
RPS2P31	7q31.33	392781	7	q	31.33	7q
RPS2P32	7p15.3	256355	7	p	15.3	7p
RPS2P33	8q22.1	286150	8	q	22.1	8q
RPS2P34	9q21.32	442426	9	q	21.32	9q
RPS2P35	9q31.1	100130980	9	q	31.1	9q
RPS2P36	10q24.1	100271243	10	q	24.1	10q
RPS2P37	11q12.3	390206	11	q	12.3	11q
RPS2P38	11p14.3	196188	11	p	14.3	11p
RPS2P39	11q22.3	100271244	11	q	22.3	11q
RPS2P40	11p15.1	91561	11	p	15.1	11p
RPS2P41	12q24.12	100271245	12	q	24.12	12q
RPS2P42	12p13.3-p13.2	100271247	12	p	13.3	12p
RPS2P43	14q24	100271246	14	q	24	14q
RPS2P44	16q12.1	100271248	16	q	12.1	16q
RPS2P45	16q22.1	80052	16	q	22.1	16q
RPS2P46	17p11.2	125208	17	p	11.2	17p
RPS2P47	17q21.32	644388	17	q	21.32	17q
RPS2P48	17q22	645173	17	q	22	17q
RPS2P49	17q21	100271251	17	q	21	17q
RPS2P50	17q12	729842	17	q	12	17q
RPS2P51	19p13.11	729679	19	p	13.11	19p
RPS2P52	19p13.3	100271250	19	p	13.3	19p
RPS2P53	19p13.2	729274	19	p	13.2	19p
RPS2P54	20q13.12	100271252	20	q	13.12	20q
RPS2P55	Xp11.4	286444	X	p	11.4	Xp
RPS3	11q13.4	6188	11	q	13.4	11q
RPS3A	4q31.3	6189	4	q	31.3	4q
RPS3AP1	21q21.1	101241875	21	q	21.1	21q
RPS3AP2	16p13.3	64725	16	p	13.3	16p
RPS3AP3	20q11.23	140713	20	q	11.23	20q
RPS3AP4	14q13.2	100132142	14	q	13.2	14q
RPS3AP5	10q23.1	439992	10	q	23.1	10q
RPS3AP6	15q22.2	145767	15	q	22.2	15q
RPS3AP7	1q42.12	391168	1	q	42.12	1q
RPS3AP8	1q25	100271127	1	q	25	1q
RPS3AP9	1q31.1	100271129	1	q	31.1	1q
RPS3AP10	1q24.1	401975	1	q	24.1	1q
RPS3AP11	1p34.2	100270904	1	p	34.2	1p
RPS3AP12	1p12	100270905	1	p	12	1p
