NCBI GeneID	Symbol	Description	Common Name	Transcripts
124908100	LOC124908100	uncharacterized LOC124908100	human	2
124908102	LOC124908102	WAS protein family homolog 2-like	human	15
124908103	LOC124908103	putative ATP-dependent RNA helicase DDX12	human	7
124908104	LOC124908104	translation initiation factor IF-2-like	human	1
124908105	LOC124908105	uncharacterized protein C2orf27A-like	human	
124908106	LOC124908106	unconventional myosin-Vb-like	human	
124908108	LOC124908108	uncharacterized LOC124908108	human	1
124908109	LOC124908109	uncharacterized LOC124908109	human	10
124908110	LOC124908110	uncharacterized LOC124908110	human	38
124908111	LOC124908111	uncharacterized LOC124908111	human	2
124908112	LOC124908112	uncharacterized LOC124908112	human	1
124908113	LOC124908113	uncharacterized LOC124908113	human	6
124908114	LOC124908114	uncharacterized LOC124908114	human	1
124908115	LOC124908115	uncharacterized LOC124908115	human	1
124908116	LOC124908116	uncharacterized LOC124908116	human	2
124908117	LOC124908117	glucoside xylosyltransferase 1-like	human	
124908118	LOC124908118	calponin-2-like	human	
124908119	LOC124908119	cyclin-dependent kinase 2-associated protein 2-like	human	1
124908120	LOC124908120	uncharacterized LOC124908120	human	1
124908121	LOC124908121	uncharacterized LOC124908121	human	2
124908122	LOC124908122	putative protein TPRXL	human	
124908123	LOC124908123	uncharacterized LOC124908123	human	1
124908124	LOC124908124	U6 spliceosomal RNA	human	1
124908125	LOC124908125	uncharacterized LOC124908125	human	
124908126	LOC124908126	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	human	1
124908127	LOC124908127	putative ankyrin repeat domain-containing protein 20A12	human	
124908128	LOC124908128	putative ankyrin repeat domain-containing protein 20A2	human	
124908129	LOC124908129	translation initiation factor IF-2-like	human	
124908130	LOC124908130	collagen alpha-1(I) chain-like	human	1
124908132	LOC124908132	uncharacterized LOC124908132	human	1
124908133	LOC124908133	uncharacterized LOC124908133	human	1
124908134	LOC124908134	uncharacterized LOC124908134	human	2
124908135	LOC124908135	uncharacterized LOC124908135	human	1
124908136	LOC124908136	translation initiation factor IF-2-like	human	
124908137	LOC124908137	ankyrin repeat domain-containing protein 18A-like	human	
124908138	LOC124908138	ankyrin repeat domain-containing protein 36C-like	human	
124908139	LOC124908139	B melanoma antigen 3-like	human	1
124908140	LOC124908140	cell division cycle protein 27 homolog	human	
124908141	LOC124908141	basic salivary proline-rich protein 1-like	human	
124908142	LOC124908142	unconventional myosin-Vb-like	human	
124908143	LOC124908143	protein FRG1B-like	human	1
124908144	LOC124908144	uncharacterized LOC124908144	human	2
124908146	LOC124908146	uncharacterized LOC124908146	human	1
124908147	LOC124908147	uncharacterized LOC124908147	human	3
124908148	LOC124908148	uncharacterized LOC124908148	human	1
124908150	LOC124908150	C-terminal-binding protein 2-like	human	
124908151	LOC124908151	putative double homeobox protein 3	human	
124908153	LOC124908153	uncharacterized LOC124908153	human	1
124908154	LOC124908154	eukaryotic translation initiation factor 3 subunit F-like	human	
124908155	LOC124908155	uncharacterized LOC124908155	human	2
124908156	LOC124908156	uncharacterized LOC124908156	human	5
124908157	LOC124908157	uncharacterized LOC124908157	human	1
124908158	LOC124908158	uncharacterized LOC124908158	human	1
124908159	LOC124908159	uncharacterized LOC124908159	human	1
124908160	LOC124908160	uncharacterized LOC124908160	human	1
124908161	LOC124908161	uncharacterized LOC124908161	human	1
124908162	LOC124908162	uncharacterized LOC124908162	human	1
124908163	LOC124908163	uncharacterized LOC124908163	human	1
124908164	LOC124908164	uncharacterized LOC124908164	human	1
124908165	LOC124908165	cyclin-dependent kinase 2-associated protein 2-like	human	2
124908166	LOC124908166	uncharacterized LOC124908166	human	1
124908167	LOC124908167	uncharacterized LOC124908167	human	3
124908168	LOC124908168	DNA-directed RNA polymerase II subunit RPB1-like	human	1
124908169	LOC124908169	ankyrin repeat domain-containing protein 20B-like	human	3
124908170	LOC124908170	uncharacterized LOC124908170	human	1
124908171	LOC124908171	uncharacterized LOC124908171	human	1
124908172	LOC124908172	uncharacterized LOC124908172	human	1
124908174	LOC124908174	uncharacterized LOC124908174	human	2
124908175	LOC124908175	uncharacterized LOC124908175	human	1
124908176	LOC124908176	uncharacterized LOC124908176	human	1
124908177	LOC124908177	uncharacterized LOC124908177	human	2
124908178	LOC124908178	uncharacterized LOC124908178	human	2
124908179	LOC124908179	uncharacterized LOC124908179	human	1
124908180	LOC124908180	uncharacterized LOC124908180	human	1
124908181	LOC124908181	uncharacterized LOC124908181	human	2
124908182	LOC124908182	uncharacterized LOC124908182	human	1
124908183	LOC124908183	uncharacterized LOC124908183	human	1
124908184	LOC124908184	uncharacterized LOC124908184	human	1
124908185	LOC124908185	uncharacterized LOC124908185	human	1
124908186	LOC124908186	uncharacterized LOC124908186	human	1
124908187	LOC124908187	uncharacterized LOC124908187	human	1
124908188	LOC124908188	uncharacterized LOC124908188	human	1
124908189	LOC124908189	uncharacterized LOC124908189	human	1
124908190	LOC124908190	uncharacterized LOC124908190	human	1
124908191	LOC124908191	uncharacterized LOC124908191	human	1
124908192	LOC124908192	uncharacterized LOC124908192	human	1
124908193	LOC124908193	uncharacterized LOC124908193	human	1
124908194	LOC124908194	uncharacterized LOC124908194	human	1
124908195	LOC124908195	uncharacterized LOC124908195	human	2
124908196	LOC124908196	uncharacterized LOC124908196	human	2
124908197	LOC124908197	uncharacterized LOC124908197	human	2
124908198	LOC124908198	uncharacterized LOC124908198	human	1
124908199	LOC124908199	uncharacterized LOC124908199	human	1
124908200	LOC124908200	uncharacterized LOC124908200	human	2
124908201	LOC124908201	uncharacterized LOC124908201	human	2
124908202	LOC124908202	uncharacterized LOC124908202	human	1
124908203	LOC124908203	uncharacterized LOC124908203	human	2
124908204	LOC124908204	uncharacterized LOC124908204	human	1
124908205	LOC124908205	uncharacterized LOC124908205	human	1
124908206	LOC124908206	uncharacterized LOC124908206	human	1
124908207	LOC124908207	uncharacterized LOC124908207	human	1
124908208	LOC124908208	uncharacterized LOC124908208	human	2
124908209	LOC124908209	uncharacterized LOC124908209	human	2
124908210	LOC124908210	uncharacterized LOC124908210	human	1
124908211	LOC124908211	uncharacterized LOC124908211	human	1
124908212	LOC124908212	uncharacterized LOC124908212	human	1
124908213	LOC124908213	uncharacterized LOC124908213	human	1
124908214	LOC124908214	uncharacterized LOC124908214	human	1
124908215	LOC124908215	uncharacterized LOC124908215	human	2
124908216	LOC124908216	uncharacterized LOC124908216	human	1
124908217	LOC124908217	uncharacterized LOC124908217	human	2
124908218	LOC124908218	uncharacterized LOC124908218	human	1
124908219	LOC124908219	uncharacterized LOC124908219	human	1
124908220	LOC124908220	uncharacterized LOC124908220	human	1
124908221	LOC124908221	uncharacterized LOC124908221	human	1
124908222	LOC124908222	uncharacterized LOC124908222	human	1
124908223	LOC124908223	uncharacterized LOC124908223	human	1
124908224	LOC124908224	uncharacterized LOC124908224	human	1
124908225	LOC124908225	uncharacterized LOC124908225	human	2
124908226	LOC124908226	uncharacterized LOC124908226	human	2
124908227	LOC124908227	uncharacterized LOC124908227	human	1
124908228	LOC124908228	uncharacterized LOC124908228	human	1
124908229	LOC124908229	uncharacterized LOC124908229	human	1
124908230	LOC124908230	uncharacterized LOC124908230	human	1
124908231	LOC124908231	protein FRG1-like	human	1
124908232	LOC124908232	uncharacterized LOC124908232	human	1
124908235	LOC124908235	uncharacterized LOC124908235	human	1
124908236	LOC124908236	uncharacterized LOC124908236	human	1
124908237	LOC124908237	5.8S ribosomal RNA	human	1
124908238	LOC124908238	5.8S ribosomal RNA	human	1
124908239	LOC124908239	5.8S ribosomal RNA	human	1
124908240	LOC124908240	5.8S ribosomal RNA	human	1
124908241	LOC124908241	5.8S ribosomal RNA	human	1
124908242	LOC124908242	5.8S ribosomal RNA	human	1
124908243	LOC124908243	5.8S ribosomal RNA	human	1
124908244	LOC124908244	5.8S ribosomal RNA	human	1
124908245	LOC124908245	5.8S ribosomal RNA	human	1
124908246	LOC124908246	5.8S ribosomal RNA	human	1
124908247	LOC124908247	5.8S ribosomal RNA	human	1
124908248	LOC124908248	5.8S ribosomal RNA	human	1
124908249	LOC124908249	5.8S ribosomal RNA	human	1
124908250	LOC124908250	5.8S ribosomal RNA	human	1
124908251	LOC124908251	uncharacterized LOC124908251	human	
124908252	LOC124908252	uncharacterized LOC124908252	human	
124908253	LOC124908253	uncharacterized LOC124908253	human	
124908255	LOC124908255	18S ribosomal RNA	human	1
124908256	LOC124908256	18S ribosomal RNA	human	1
124908257	LOC124908257	5.8S ribosomal RNA	human	1
124908258	LOC124908258	18S ribosomal RNA	human	1
124908259	LOC124908259	18S ribosomal RNA	human	1
124908260	LOC124908260	18S ribosomal RNA	human	1
124908261	LOC124908261	18S ribosomal RNA	human	1
124908262	LOC124908262	18S ribosomal RNA	human	1
124908263	LOC124908263	18S ribosomal RNA	human	1
124908264	LOC124908264	18S ribosomal RNA	human	1
124908265	LOC124908265	18S ribosomal RNA	human	1
124908266	LOC124908266	18S ribosomal RNA	human	1
124908267	LOC124908267	18S ribosomal RNA	human	1
124908268	LOC124908268	5.8S ribosomal RNA	human	1
124908269	LOC124908269	18S ribosomal RNA	human	1
124908270	LOC124908270	18S ribosomal RNA	human	1
124908271	LOC124908271	18S ribosomal RNA	human	1
124908272	LOC124908272	18S ribosomal RNA	human	1
124908273	LOC124908273	18S ribosomal RNA	human	1
124908274	LOC124908274	18S ribosomal RNA	human	1
124908275	LOC124908275	18S ribosomal RNA	human	1
124908276	LOC124908276	18S ribosomal RNA	human	1
124908277	LOC124908277	18S ribosomal RNA	human	1
124908278	LOC124908278	5.8S ribosomal RNA	human	1
124908279	LOC124908279	18S ribosomal RNA	human	1
124908280	LOC124908280	18S ribosomal RNA	human	1
124908281	LOC124908281	18S ribosomal RNA	human	1
124908282	LOC124908282	18S ribosomal RNA	human	1
124908283	LOC124908283	18S ribosomal RNA	human	1
124908284	LOC124908284	18S ribosomal RNA	human	1
124908285	LOC124908285	18S ribosomal RNA	human	1
124908286	LOC124908286	18S ribosomal RNA	human	1
124908287	LOC124908287	18S ribosomal RNA	human	1
124908288	LOC124908288	18S ribosomal RNA	human	1
124908289	LOC124908289	5.8S ribosomal RNA	human	1
124908290	LOC124908290	18S ribosomal RNA	human	1
124908291	LOC124908291	18S ribosomal RNA	human	1
124908292	LOC124908292	18S ribosomal RNA	human	1
124908293	LOC124908293	18S ribosomal RNA	human	1
124908294	LOC124908294	18S ribosomal RNA	human	1
124908295	LOC124908295	18S ribosomal RNA	human	1
124908296	LOC124908296	18S ribosomal RNA	human	1
124908297	LOC124908297	18S ribosomal RNA	human	1
124908298	LOC124908298	18S ribosomal RNA	human	1
124908299	LOC124908299	18S ribosomal RNA	human	1
124908300	LOC124908300	5.8S ribosomal RNA	human	1
124908301	LOC124908301	18S ribosomal RNA	human	1
124908302	LOC124908302	18S ribosomal RNA	human	1
124908303	LOC124908303	18S ribosomal RNA	human	1
124908304	LOC124908304	18S ribosomal RNA	human	1
124908305	LOC124908305	18S ribosomal RNA	human	1
124908306	LOC124908306	18S ribosomal RNA	human	1
124908307	LOC124908307	18S ribosomal RNA	human	1
124908308	LOC124908308	18S ribosomal RNA	human	1
124908309	LOC124908309	18S ribosomal RNA	human	1
124908310	LOC124908310	5.8S ribosomal RNA	human	1
124908311	LOC124908311	18S ribosomal RNA	human	1
124908312	LOC124908312	28S ribosomal RNA	human	1
124908313	LOC124908313	28S ribosomal RNA	human	1
124908314	LOC124908314	28S ribosomal RNA	human	1
124908315	LOC124908315	28S ribosomal RNA	human	1
124908316	LOC124908316	5.8S ribosomal RNA	human	1
124908317	LOC124908317	28S ribosomal RNA	human	1
124908318	LOC124908318	28S ribosomal RNA	human	1
124908319	LOC124908319	28S ribosomal RNA	human	1
124908320	LOC124908320	28S ribosomal RNA	human	1
124908321	LOC124908321	28S ribosomal RNA	human	1
124908322	LOC124908322	28S ribosomal RNA	human	1
124908323	LOC124908323	28S ribosomal RNA	human	1
124908324	LOC124908324	28S ribosomal RNA	human	1
124908325	LOC124908325	28S ribosomal RNA	human	1
124908326	LOC124908326	28S ribosomal RNA	human	1
124908327	LOC124908327	5.8S ribosomal RNA	human	1
124908328	LOC124908328	28S ribosomal RNA	human	1
124908329	LOC124908329	28S ribosomal RNA	human	1
124908330	LOC124908330	28S ribosomal RNA	human	1
124908331	LOC124908331	28S ribosomal RNA	human	1
124908332	LOC124908332	28S ribosomal RNA	human	1
124908333	LOC124908333	28S ribosomal RNA	human	1
124908334	LOC124908334	28S ribosomal RNA	human	1
124908335	LOC124908335	28S ribosomal RNA	human	1
124908336	LOC124908336	5.8S ribosomal RNA	human	1
124908337	LOC124908337	28S ribosomal RNA	human	1
124908338	LOC124908338	28S ribosomal RNA	human	1
124908339	LOC124908339	28S ribosomal RNA	human	1
124908340	LOC124908340	28S ribosomal RNA	human	1
124908341	LOC124908341	28S ribosomal RNA	human	1
124908342	LOC124908342	28S ribosomal RNA	human	1
124908343	LOC124908343	28S ribosomal RNA	human	1
124908344	LOC124908344	28S ribosomal RNA	human	1
124908345	LOC124908345	28S ribosomal RNA	human	1
124908346	LOC124908346	28S ribosomal RNA	human	1
124908347	LOC124908347	5.8S ribosomal RNA	human	1
124908348	LOC124908348	28S ribosomal RNA	human	1
124908349	LOC124908349	28S ribosomal RNA	human	1
124908350	LOC124908350	28S ribosomal RNA	human	1
124908351	LOC124908351	28S ribosomal RNA	human	1
124908352	LOC124908352	28S ribosomal RNA	human	1
124908353	LOC124908353	28S ribosomal RNA	human	1
124908354	LOC124908354	28S ribosomal RNA	human	1
124908355	LOC124908355	28S ribosomal RNA	human	1
124908356	LOC124908356	28S ribosomal RNA	human	1
124908357	LOC124908357	28S ribosomal RNA	human	1
124908358	LOC124908358	5.8S ribosomal RNA	human	1
124908359	LOC124908359	28S ribosomal RNA	human	1
124908360	LOC124908360	28S ribosomal RNA	human	1
124908361	LOC124908361	28S ribosomal RNA	human	1
124908362	LOC124908362	28S ribosomal RNA	human	1
124908363	LOC124908363	28S ribosomal RNA	human	1
124908364	LOC124908364	28S ribosomal RNA	human	1
124908365	LOC124908365	28S ribosomal RNA	human	1
124908366	LOC124908366	28S ribosomal RNA	human	1
124908367	LOC124908367	28S ribosomal RNA	human	1
124908368	LOC124908368	5.8S ribosomal RNA	human	1
124908369	LOC124908369	5.8S ribosomal RNA	human	1
124908370	LOC124908370	5.8S ribosomal RNA	human	1
124908371	LOC124908371	5.8S ribosomal RNA	human	1
124908372	LOC124908372	5.8S ribosomal RNA	human	1
124908373	LOC124908373	5.8S ribosomal RNA	human	1
124908374	LOC124908374	5.8S ribosomal RNA	human	1
124908375	LOC124908375	5.8S ribosomal RNA	human	1
124908376	LOC124908376	5.8S ribosomal RNA	human	1
124908377	LOC124908377	5.8S ribosomal RNA	human	1
124908378	LOC124908378	5.8S ribosomal RNA	human	1
124908379	LOC124908379	5.8S ribosomal RNA	human	1
124908380	LOC124908380	5.8S ribosomal RNA	human	1
124908381	LOC124908381	5.8S ribosomal RNA	human	1
124908382	LOC124908382	5.8S ribosomal RNA	human	1
124908383	LOC124908383	5.8S ribosomal RNA	human	1
124908384	LOC124908384	5.8S ribosomal RNA	human	1
124908385	LOC124908385	5.8S ribosomal RNA	human	1
124908386	LOC124908386	5.8S ribosomal RNA	human	1
124908387	LOC124908387	5.8S ribosomal RNA	human	1
124908388	LOC124908388	5.8S ribosomal RNA	human	1
124908389	LOC124908389	5.8S ribosomal RNA	human	1
124908390	LOC124908390	5.8S ribosomal RNA	human	1
124908391	LOC124908391	5.8S ribosomal RNA	human	1
124908392	LOC124908392	5.8S ribosomal RNA	human	1
124908393	LOC124908393	5.8S ribosomal RNA	human	1
124908394	LOC124908394	protein FRG2-like-2	human	
124908395	LOC124908395	uncharacterized LOC124908395	human	2
124908396	LOC124908396	uncharacterized LOC124908396	human	3
124908397	LOC124908397	uncharacterized LOC124908397	human	1
124908398	LOC124908398	uncharacterized LOC124908398	human	1
124908399	LOC124908399	uncharacterized LOC124908399	human	1
124908400	LOC124908400	uncharacterized LOC124908400	human	3
124908401	LOC124908401	uncharacterized LOC124908401	human	1
124908402	LOC124908402	uncharacterized LOC124908402	human	1
