Approved symbol	Chromosome	NCBI Gene ID
TBC1D21	15q24.1	161514
TBC1D22A	22q13.31	25771
TBC1D22A-AS1	22q13.31	642757
TBC1D22A-DT	22q13.31	
TBC1D22B	6p21.2	55633
TBC1D23	3q12.1-q12.2	55773
TBC1D24	16p13.3	57465
TBC1D25	Xp11.23	4943
TBC1D26	17p12	353149
TBC1D26-AS1	17p12	105371560
TBC1D27P	17p11.2	96597
TBC1D28	17p11.2	254272
TBC1D29P	17q11.2	26083
TBC1D30	12q14.3	23329
TBC1D31	8q24.13	93594
TBC1D32	6q22.31	221322
TBCA	5q14.1	6902
TBCAP1	Xp21.1	494540
TBCAP2	1p36.21	494541
TBCAP3	4q23	101290501
TBCB	19q13.12	1155
TBCC	6p21.1	6903
TBCCD1	3q27.3	55171
TBCD	17q25.3	6904
TBCE	1q42.3	6905
TBCE-AS1	1q42.3	
TBCEL	11q23.3	219899
TBCEL-TECTA	11q23.3	116804918
TBCK	4q24	93627
TBG		
TBILA	3q13.2	
TBK1	12q14.2	29110
TBKBP1	17q21.32	9755
TBL1X	Xp22.31-p22.2	6907
TBL1XR1	3q26.32	79718
TBL1XR1-AS1	3q26.32	
TBL1Y	Yp11.2	90665
TBL1YP1	Yq11.223	286555
TBL2	7q11.23	26608
TBL3	16p13.3	10607
TBP	6q27	6908
TBPL1	6q23.2	9519
TBPL1P1	3q26.31	100856791
TBPL2	14q22.3	387332
TBR1	2q24.2	10716
TBRG1	11q24.2	84897
TBRG4	7p13	9238
TBS		
TBX1	22q11.21	6899
TBX2	17q23.2	6909
TBX2-AS1	17q23.2	103689912
TBX3	12q24.21	6926
TBX3-AS1	12q24.21	105370000
TBX4	17q23.2	9496
TBX5	12q24.21	6910
TBX5-AS1	12q24.21	255480
TBX6	16p11.2	6911
TBX7	reserved	
TBX10	11q13.2	347853
TBX14	reserved	
TBX15	1p12	6913
TBX18	6q14.3	9096
TBX18-AS1	6q14.3	102724201
TBX19	1q24.2	9095
TBX20	7p14.2	57057
TBX21	17q21.32	30009
TBX22	Xq21.1	50945
TBX23P	1q25	57160
TBXA1R	reserved	6914
TBXA2R	19p13.3	6915
TBXAS1	7q34	6916
TBXT	6q27	6862
TC2N	14q32.12	123036
TCAF1	7q35	9747
TCAF1P1	7q35	653199
TCAF2	7q35	285966
TCAF2C	7q35	100533814
TCAF2P1	7q35	653691
TCAIM	3p21.31	285343
TCAM1P	17q23.3	146771
TCAP	17q12	8557
TCD		
TCEA1	8q11.23	6917
TCEA1P1	9q22.33	6918
TCEA1P2	3p22	399511
TCEA1P3	9p13.1	340501
TCEA1P4	9p21.1	100421350
TCEA2	20q13.33	6919
TCEA3	1p36.12	6920
TCEAL1	Xq22.2	9338
TCEAL2	Xq22.1	140597
TCEAL3	Xq22.2	85012
TCEAL3-AS1	Xq22.2	
TCEAL4	Xq22.2	79921
TCEAL4P1	13q13.3	
TCEAL5	Xq22.1	340543
TCEAL6	Xq22.1	158931
TCEAL7	Xq22.2	56849
TCEAL8	Xq22.1	90843
TCEAL8P1	3p14.1	107986036
TCEAL9	Xq22.2	51186
TCEAL9P1	20p13	
TCEANC	Xp22.2	170082
TCEANC2	1p32.3	127428
TCEB1P1	7q11.21	
TCEB1P25	Yq12	
TCERG1	5q32	10915
TCERG1L	10q26.3	256536
TCERG1L-AS1	10q26.3	101927489
TCERG1P1	Xq23	100420957
TCERG1P2	16p12.3	
TCF3	19p13.3	6929
TCF3P1	9p24.1	100129107
TCF4	18q21.2	6925
TCF4-AS1	18q21.2	
TCF4-AS2	18q21.2	
TCF6		
TCF6L2		
TCF7	5q31.1	6932
TCF7L1	2p11.2	83439
TCF7L1-IT1	2p11.2	
TCF7L2	10q25.2-q25.3	6934
TCF9		
TCF11		
TCF12	15q21.3	6938
TCF12-DT	15q21.3	145783
TCF13		
TCF13L1		
TCF14		
TCF15	20p13	6939
TCF19	6p21.33	6941
TCF20	22q13.2	6942
TCF21	6q23.2	6943
TCF23	2p23.3	150921
TCF24	8q13.1	100129654
TCF25	16q24.3	22980
TCFL5	20q13.33	10732
TCHH	1q21.3	7062
TCHHL1	1q21.3	126637
TCHP	12q24.11	84260
TCIM	8p11.21	56892
TCIRG1	11q13.2	10312
TCL1A	14q32.13	8115
TCL1B	14q32.13	9623
TCL4	2q34	
TCL5		
TCL6	14q32.13	27004
TCN1	11q12.1	6947
TCN2	22q12.2	6948
TCOF1	5q32-q33.1	6949
TCP1	6q25.3	6950
TCP1P1	7p14.1	647047
TCP1P2	5p13.1	6952
TCP1P3	12p12.2	400013
TCP10L	21q22.11	140290
TCP10L2	6q27	401285
TCP10L3	6q27	6953
TCP11	6p21.31	6954
TCP11L1	11p13	55346
TCP11L2	12q23.3	255394
TCP11X1	Xq22.1	100996631
TCP11X2	Xq22.1	100996648
TCP11X3P	Xq22.1	
TCRA		
TCRAV5S1		
TCRB		
TCRBV2O		
TCRBV4O		
TCRBV10O		
TCRBV11O		
TCRBV15O		
TCRBVO@		
TCRD		
TCRG		
TCRGC1		
TCRGC2		
TCRGJ1		
TCRGJ2		
TCRGJP	7p15	
TCRGJP1		
TCRGJP2		
TCRGV1		
TCRGV2		
TCRGV3		
TCRGV4		
TCRGV5		
TCRGV5P		
TCRGV6		
TCRGV7		
TCRGV8		
TCRGV9		
TCRGV10		
TCRGV11		
TCRGVB		
TCTA	3p21.31	6988
TCTE1	6p21.1	202500
TCTE5		
TCTN1	12q24.11	79600
TCTN2	12q24.31	79867
TCTN3	10q24.1	26123
TDD	X	
TDG	12q23.3	6996
TDGP1	12p12.1	645233
TDH	8p23.1	157739
TDH-AS1	8p23.1	100129129
TDO2	4q32.1	6999
TDO2L1	1p35-p33	
TDP1	14q32.11	55775
TDP2	6p22.3	51567
TDPX1		
TDRD1	10q25.3	56165
TDRD3	13q21.2	81550
TDRD4	reserved	
TDRD5	1q25.2	163589
TDRD6	6p12.3	221400
TDRD6-AS1	6p12.3	101926934
TDRD7	9q22.33	23424
TDRD9	14q32.33	122402
TDRD10	1q21.3	126668
TDRD12	19q13.11	91646
TDRD15	2p24.1	100129278
TDRG1	6p21.2	732253
TDRKH	1q21.3	11022
TDRKH-AS1	1q21.3	109729141
TDRP	8p23.3	157695
TEAD1	11p15.3	7003
TEAD2	19q13.33	8463
TEAD3	6p21.31	7005
TEAD4	12p13.33	7004
TEAD5		
TEC	4p12-p11	7006
TECPR1	7q21.3	25851
TECPR2	14q32.33	9895
TECR	19p13.12	9524
TECRL	4q13.1	253017
TECRP1	4q21.3	442777
TECRP2	4q28.1	391696
TECTA	11q23.3	7007
TECTB	10q25.2	6975
TEDC1	14q32.33	283643
TEDC2	16p13.3	80178
TEDC2-AS1	16p13.3	729652
TEDDM1	1q25.3	127670
TEDDM2P	1q25.3	127671
TEDDM3P	3q27.1	391600
TEF	22q13.2	7008
TEFM	17q11.2	79736
TEK	9p21.2	7010
TEKT1	17p13.1	83659
TEKT2	1p34.3	27285
TEKT3	17p12	64518
TEKT4	2q11.1	150483
TEKT4P1	Yq11.1	727768
TEKT4P2	21p11.2	100132288
TEKT4P3	2q21.1	100873355
TEKT5	16p13.13	146279
TEKTIP1	19p13.3	100128569
TEKTL1	19p13.12	126402
TELAB1	5q14	
TELO2	16p13.3	9894
TEN1	17q25.1	100134934
TEN1-CDK3	17q25.1	100529145
TENM1	Xq25	10178
TENM2	5q34	57451
TENM2-AS1	5q34	101927862
TENM3	4q34.3-q35.1	55714
TENM3-AS1	4q34.3	90768
TENM3-AS2	4q34.3	105377573
TENM4	11q14.1	26011
TENT2	5q14.1	167153
TENT4A	5p15.31	11044
TENT4B	16q12.1	64282
TENT5A	6q14.1	55603
TENT5B	1p36.11	115572
TENT5C	1p12	54855
TENT5C-DT	1p12	100996263
TENT5D	Xq21.1	169966
TEP1	14q11.2	7011
TEPSIN	17q25.3	146705
TERB1	16q22.1	283847
TERB2	15q21.1	145645
TERC	3q26.2	7012
TERF1	8q21.11	7013
TERF1P1	21q11.2	348567
TERF1P2	18p11	646359
TERF1P3	4q28.3	646316
TERF1P4	Xq21.1	648283
TERF1P5	13q11	283523
TERF1P6	2q32.2	100287965
TERF1P7	Xq13.3	646127
TERF1P8	21p12	
TERF2	16q22.1	7014
TERF2IP	16q23.1	54386
TERF2IPP1	22q11.21	644899
TERLR1	5p15.33	101928857
TERT	5p15.33	7015
TES	7q31.2	26136
TESC	12q24.22	54997
TESC-AS1	12q24.22	101928244
TESHL	2q35	101928327
TESK1	9p13.3	7016
TESK2	1p34.1	10420
TESMIN	11q13.3	9633
TESPA1	12q13.2	9840
TET1	10q21.3	80312
TET1P1	13q31.2	441662
TET2	4q24	54790
TET2-AS1	4q24	
TET3	2p13.1	200424
TEX2	17q23.3	55852
TEX4	17	
TEX9	15q21.3	374618
TEX10	9q31.1	54881
TEX11	Xq13.1	56159
TEX12	11q23.1	56158
TEX13A	Xq22.3	56157
TEX13B	Xq22.3	56156
TEX13C	Xq25	100129520
TEX13D	Xq25	100132015
TEX14	17q22	56155
TEX14BP	19q13.12	644050
TEX15	8p12	56154
TEX16P	Xq21.1	100499435
TEX19	17q25.3	400629
TEX21P	14q23.3	441687
TEX22	14q32.33	647310
TEX26	13q12.3	122046
TEX26-AS1	13q12.3	100507064
TEX28	Xq28	1527
TEX28P1	Xq28	728447
TEX28P2	Xq28	653363
TEX28P3	Xq28	102030688
TEX29	13q34	121793
TEX30	13q33.1	93081
TEX35	1q25.2	84066
TEX36	10q26.13	387718
TEX36-AS1	10q26.13	100169752
TEX38	1p33	374973
TEX41	2q22.3	401014
TEX44	2q37.1	165100
TEX46	1p36.12	729059
TEX47	7q21.13	219557
TEX48	9q32	100505478
TEX50	1q25.1	730159
TEX51	2q14.3	101929926
TEX52	12p13.33	101929469
TEX53	9q32	105376230
TEX54	11q12.3	111216277
TEX55	3q13.32	152405
TEX56P	6p25.2	404220
TEX101	19q13.31	83639
TEX101P1	Xq22.1	
TEX261	2p13.3	113419
TEX264	3p21.2	51368
TF	3q22.1	7018
TFAM	10q21.1	7019
TFAMP1	7p22.3	260341
TFAMP2	11q22.3	260340
TFAP2A	6p24.3	7020
TFAP2A-AS1	6p24.3	100130275
TFAP2A-AS2	6p24.3	
TFAP2B	6p12.3	7021
TFAP2C	20q13.31	7022
TFAP2D	6p12.3	83741
TFAP2E	1p34.3	339488
TFAP2E-AS1	1p34.3	105378645
TFAP4	16p13.3	7023
TFB1M	6q25.3	51106
TFB2M	1q44	64216
TFB2MP1	6p25.1	442155
TFCOUP1		
TFCOUP2		
TFCP2	12q13.12-q13.13	7024
TFCP2L1	2q14.2	29842
TFDP1	13q34	7027
TFDP1P1	1q32.3	391158
TFDP1P2	Xp21.1	441488
TFDP1P3	15q25.1	390617
TFDP2	3q23	7029
TFDP3	Xq26.2	51270
TFE3	Xp11.23	7030
TFEB	6p21.1	7942
TFEC	7q31.2	22797
TFF1	21q22.3	7031
TFF2	21q22.3	7032
TFF3	21q22.3	7033
TFG	3q12.2	10342
TFGP1	6p21.2	100128379
TFIP11	22q12.1	24144
TFIP11-DT	22q12.1	100507599
TFNR	reserved	
TFPI	2q32.1	7035
TFPI2	7q21.3	7980
TFPI2-DT	7q21.3	105375401
TFPT	19q13.42	29844
TFR2	7q22.1	7036
TFRC	3q29	7037
TG	8q24.22	7038
TGCT1	Xq27	
TGDS	13q32.1	23483
TGFA	2p13.3	7039
TGFA-IT1	2p13.3	
TGFB1	19q13.2	7040
TGFB1I1	16p11.2	7041
TGFB2	1q41	7042
TGFB2-AS1	1q41	728463
TGFB2-OT1	1q41	103611157
TGFB3	14q24.3	7043
TGFB3-AS1	14q24.3	
TGFB4		
TGFBI	5q31.1	7045
TGFBR1	9q22.33	7046
TGFBR1P1	19p13.3	100421483
TGFBR2	3p24.1	7048
TGFBR3	1p22.1	7049
TGFBR3L	19p13.2	100507588
TGFBRAP1	2q12.1-q12.2	9392
TGFBRAP1-AS1	2q12.2	
TGFBRE	18q	
TGIF1	18p11.31	7050
TGIF1P1	19q13.32	126052
TGIF2	20q11.23	60436
TGIF2-RAB5IF	20q11.23	100527943
TGIF2LX	Xq21.31	90316
TGIF2LY	Yp11.2	90655
TGIF2P1	1q44	126826
TGIF2P2	15q21.1	
TGIF2P3	15q21.1	
TGIF2P4	14q24.2	
TGM1	14q12	7051
TGM2	20q11.23	7052
TGM3	20p13	7053
TGM4	3p21.31	7047
TGM5	15q15.2	9333
TGM6	20p13	343641
TGM7	15q15.2	116179
TGOLN2	2p11.2	10618
TGS1	8q12.1	96764
TH	11p15.5	7054
TH2LCRR	5q31.1	101927761
THA1P	17q25.3	390816
THADA	2p21	63892
THAP1	8p11.21	55145
THAP2	12q21.1	83591
THAP3	1p36.31	90326
THAP3P1	1p21.1	100129138
THAP4	2q37.3	51078
THAP5	7q31.1	168451
THAP5P1	7q36.3	285872
THAP5P2	3p25.1	100129618
THAP6	4q21.1	152815
THAP7	22q11.21	80764
THAP7-AS1	22q11.21	439931
THAP8	19q13.12	199745
THAP9	4q21.22	79725
THAP9-AS1	4q21.22	100499177
THAP10	15q23	56906
THAP11	16q22.1	57215
THAP12	11q13.5	5612
THAP12P1	Xq13.2	728748
THAP12P2	3p12.1	100422711
THAP12P3	10q21.1	399774
THAP12P4	11p14.3	100129382
THAP12P5	6p24.2	100129074
THAP12P6	13q12.13	100128764
THAP12P7	8q21.13	100422712
THAP12P8	1q43	645939
THAP12P9	4p12	100131309
THAP12P10	13q14.2	100422715
THAS	X	
THBD	20p11.21	7056
THBS1	15q14	7057
THBS1-AS1	15q14	
THBS1-IT1	15q14	
THBS2	6q27	7058
THBS2-AS1	6q27	101929523
THBS3	1q22	7059
THBS3-AS1	1q22	105371450
THBS4	5q14.1	7060
THBS4-AS1	5q14.1	101929215
THC	Xp21-p11	
THC2	10p12-p11.1	
THEM4	1q21.3	117145
THEM4P1	12p12.1	677880
THEM5	1q21.3	284486
THEM6	8q24.3	51337
THEM7P	11p13	
THEMIS	6q22.33	387357
THEMIS2	1p35.3	9473
THEMIS3P	18p11.22	100420484
THG1L	5q33.3	54974
THM	reserved	
THNSL1	10p12.1	79896
THNSL2	2p11.2	55258
THOC1	18p11.32	9984
THOC1-DT	18p11.32	
THOC2	Xq25	57187
THOC3	5q35.2	84321
THOC3-AS1	5q35.2	105377745
THOC5	22q12.2	8563
THOC6	16p13.3	79228
THOC7	3p14.1	80145
THOC7-AS1	3p14.1	
THOP1	19p13.3	7064
THOP2		
THORLNC	2q14.2	
THPO	3q27.1	7066
THRA	17q21.1	7067
THRA2		
THRAL		
THRAP3	1p34.3	9967
THRAP3P1	3p23	391524
THRAP3P2	15q26.1	100421632
THRAP3P3	7p21.3	100421595
THRB	3p24.2	7068
THRB-AS1	3p24.2	644990
THRB-AS2	3p24.2	101927854
THRB-IT1	3p24.2	
THRIL	12q24.31	102659353
THRSP	11q14.1	7069
THSD1	13q14.3	55901
THSD1P1	13q14.3	374500
THSD4	15q23	79875
THSD4-AS1	15q23	101929196
THSD4-AS2	15q23	101929173
THSD7A	7p21.3	221981
THSD7B	2q22.1	80731
THSD8	19p13.13	111644133
THTPA	14q11.2	79178
THUMPD1	16p12.3	55623
THUMPD1P1	21q21.3	391276
THUMPD2	2p22.1	80745
THUMPD3	3p25.3	25917
THUMPD3-AS1	3p25.3	440944
THUMPD3P1	7p14.1	100419989
THY1	11q23.3	7070
THY1-AS1	11q23.3	
THYN1	11q25	29087
TIA1	2p13.3	7072
TIAF1	17q11.2	
TIAL1	10q26.11	7073
TIAL1P1	6p12.3	100422449
TIALD	12q24.31	105370035
TIAM1	21q22.11	7074
TIAM1-AS1	21q22.11	150051
TIAM2	6q25.2-q25.3	26230
TIC1		
TICAM1	19p13.3	148022
TICAM2	5q22.3	353376
TICAM2-AS1	5q22.3	101927100
TICRR	15q26.1	90381
TIE1	1p34.2	7075
TIFA	4q25	92610
TIFAB	5q31.1	497189
TIGAR	12p13.32	57103
TIGD1	2q37.1	200765
TIGD2	4q22.1	166815
TIGD3	11q13.1	220359
TIGD4	4q31.3	201798
TIGD5	8q24.3	84948
TIGD6	5q32	81789
TIGD7	16p13.3	91151
TIGIT	3q13.31	201633
TIGM1	reserved	
TILAM	17q21.33	101927230
TILRLS	5q12.3	
TIMD4	5q33.3	91937
TIMELESS	12q13.3	8914
TIMM8A	Xq22.1	1678
TIMM8AP1	2q24.2	399520
TIMM8B	11q23.1	26521
TIMM8BP1	13q12.3	
TIMM8BP2	Xq26.2	
TIMM9	14q23.1	26520
TIMM9P1	10q22.2	
TIMM9P2	21q22.2	
TIMM9P3	13q14.13	
TIMM10	11q12.1	26519
TIMM10B	11p15.4	26515
TIMM13	19p13.3	26517
TIMM13A		
TIMM17A	1q32.1	10440
TIMM17B	Xp11.23	10245
TIMM17BP1	12p12.3	390298
TIMM21	18q22.3	29090
TIMM22	17p13	29928
TIMM23	10q11.22	100287932
TIMM23B	10q11.23	100652748
TIMM23B-AGAP6	10q11.23	113218477
TIMM29	19p13.2	90580
TIMM44	19p13.2	10469
TIMM50	19q13.2	92609
TIMMDC1	3q13.33	51300
TIMMDC1-DT	3q13.33	
TIMP1	Xp11.3	7076
TIMP2	17q25.3	7077
TIMP3	22q12.3	7078
TIMP4	3p25.2	7079
TINAG	6p12.1	27283
TINAG-AS1	6p12.1	107986605
TINAGL1	1p35.2	64129
TINCR	19p13.3	257000
TINF2	14q12	26277
TIPARP	3q25.31	25976
TIPARP-AS1	3q25.31	100287227
TIPIN	15q22.31	54962
TIPINP1	Xp11.22	100125392
TIPINP2	16q21	100125393
TIPRL	1q24.2	261726
TIRAP	11q24.2	114609
TIRAP-AS1	11q24.2	105369557
TITF2		
TJAP1	6p21.1	93643
TJAP1P1	Xq25	392539
TJP1	15q13.1	7082
TJP1P1	16p13.3	64730
TJP2	9q21.11	9414
TJP3	19p13.3	27134
TK1	17q25.3	7083
TK2	16q21	7084
TKC		
TKCR	Xq28-qter	
TKFC	11q12.2	26007
TKT	3p21.1	7086
TKTL1	Xq28	8277
TKTL2	4q32.2	84076
TLCD1	17q11.2	116238
TLCD2	17p13.3	727910
TLCD3A	17p13.3	79850
TLCD3B	16p11.2	83723
TLCD4	1p21.3	148534
TLCD4-RWDD3	1p21.3	100527978
TLCD5	11q23.3	219902
TLCN		
TLDC2	20q11.23	140711
TLE1	9q21.32	7088
TLE1-DT	9q21.32	101927502
TLE1P1	Xq12	645381
TLE2	19p13.3	7089
TLE3	15q23	7090
TLE4	9q21.31	7091
TLE5	19p13.3	166
TLE6	19p13.3	79816
TLE7	16q22.2	102723796
TLK1	2q31.1	9874
TLK1P1	9q33.2	100129793
TLK2	17q23.2	11011
TLK2P1	17q12	646202
TLK2P2	10p11.21	553121
TLL1	4q32.3	7092
TLL2	10q24.1	7093
TLN1	9p13.3	7094
TLN2	15q22.2	83660
TLNRD1	15q25.1	59274
TLR1	4p14	7096
TLR2	4q31.3	7097
TLR3	4q35.1	7098
TLR4	9q33.1	7099
TLR5	1q41	7100
TLR6	4p14	10333
TLR7	Xp22.2	51284
TLR8	Xp22.2	51311
TLR8-AS1	Xp22.2	349408
TLR9	3p21.2	54106
TLR10	4p14	81793
TLR12P	1p35.1	100131451
TLX		
TLX1	10q24.31	3195
TLX1NB	10q24.31	100038246
TLX2	2p13.1	3196
TLX3	5q35.1	30012
TM2D1	1p31.3	83941
TM2D2	8p11.22	83877
TM2D3	15q26.3	80213
TM4SF1	3q25.1	4071
TM4SF1-AS1	3q25.1	100874091
TM4SF4	3q25.1	7104
TM4SF5	17p13.2	9032
TM4SF18	3q25.1	116441
TM4SF18-AS1	3q25.1	
TM4SF19	3q29	116211
TM4SF19-AS1	3q29	100874214
TM4SF19-DYNLT2B	3q29	100534611
TM4SF20	2q36.3	79853
TM6SF1	15q25.2	53346
TM6SF2	19p13.11	53345
TM7SF2	11q13.1	7108
TM7SF3	12p11.23	51768
TM7SF3-AS1	12p11.23	
TM9SF1	14q12	10548
TM9SF2	13q32.3	9375
TM9SF3	10q24.1	56889
TM9SF4	20q11.21	9777
TM9SF5P	Xq26.3	100420958
TMA7	3p21.31	51372
TMA7B	22q13.1	112268293
TMA16	4q32.2	55319
TMA16P1	11q12.1	100101405
TMA16P2	1p34.1	100101407
TMBIM1	2q35	64114
TMBIM4	12q14.3	51643
TMBIM6	12q13.12	7009
TMBIM7P	7q21.2	105375396
TMC1	9q21.13	117531
TMC2	20p13	117532
TMC3	15q25.1	342125
TMC3-AS1	15q25.1	101929655
TMC4	19q13.42	147798
TMC5	16p12.3	79838
TMC6	17q25.3	11322
TMC7	16p12.3	79905
TMC8	17q25.3	147138
TMCC1	3q22.1	23023
TMCC1-DT	3q22.1	100507032
TMCC1P1	8q23.1	100128132
TMCC2	1q32.1	9911
TMCC2-AS1	1q32.1	101929459
TMCC3	12q22	57458
TMCO1	1q24.1	54499
TMCO1-AS1	1q24.1	100147773
TMCO2	1p34.2	127391
TMCO3	13q34	55002
TMCO4	1p36.13	255104
TMCO5A	15q14	145942
TMCO5B	15q13.3	100652857
TMCO6	5q31.3	55374
TMDD1	12q13.13	112163659
TMED1	19p13.2	11018
TMED2	12q24.31	10959
TMED2-DT	12q24.31	101927415
TMED2P1	3p14.2	100421730
TMED3	15q25.1	23423
TMED4	7p13	222068
TMED5	1p22.1	50999
TMED6	16q22.1	146456
TMED7	5q22.3	51014
TMED7-TICAM2	5q22.3	100302736
TMED8	14q24.3	283578
TMED9	5q35.3	54732
TMED10	14q24.3	10972
TMED10P1	8q24.3	286102
TMED10P2	3q21.3	100129727
TMED11P	4p16.3	
TMEFF1	9q31.1	8577
TMEFF2	2q32.3	23671
TMEM6	16p13.3	
TMEM8B	9p13.3	51754
TMEM9	1q32.1	252839
TMEM9B	11p15.4	56674
TMEM9B-AS1	11p15.4	493900
TMEM11	17p11.2	8834
TMEM11-DT	17p11.2	107984969
TMEM13	6p12.3	
TMEM14A	6p12.2	28978
TMEM14B	6p24.2	81853
TMEM14B-DT	6p24.2	
TMEM14C	6p24.2	51522
TMEM14DP	10q21.3	645203
TMEM14EP	3q25.2	645843
TMEM17	2p15	200728
TMEM18	2p25.3	129787
TMEM18-DT	2p25.3	105373354
TMEM19	12q21.1	55266
TMEM25	11q23.3	84866
TMEM26	10q21.2	219623
TMEM26-AS1	10q21.2	101928781
TMEM30A	6q14.1	55754
TMEM30A-DT	6q14.1	100506804
TMEM30B	14q23.1	161291
TMEM30BP1	Xq24	101928242
TMEM30CP	3q12.1	644444
TMEM31	Xq22.2	203562
TMEM33	4p13	55161
TMEM35A	Xq22.1	59353
TMEM35B	1p34.3	100506144
TMEM37	2q14.2	140738
TMEM38A	19p13.11	79041
TMEM38B	9q31.2	55151
TMEM38BP1	3q26.32	100131216
TMEM39A	3q13.33	55254
TMEM39B	1p35.2	55116
TMEM40	3p25.2	55287
TMEM41A	3q27.2	90407
TMEM41B	11p15.4	440026
TMEM42	3p21.31	131616
TMEM43	3p25.1	79188
TMEM44	3q29	93109
TMEM44-AS1	3q29	100507297
TMEM44-AS2	3q29	
TMEM45A	3q12.2	55076
TMEM45B	11q24.3	120224
TMEM47	Xp21.1	83604
TMEM50A	1p36.11	23585
TMEM50B	21q22.11	757
TMEM51	1p36.21	55092
TMEM51-AS1	1p36.21	200197
TMEM51-AS2	1p36.21	727684
TMEM52	1p36.33	339456
TMEM52B	12p13.2	120939
TMEM53	1p34.1	79639
TMEM54	1p35.1	113452
TMEM59	1p32.3	9528
TMEM59L	19p13.11	25789
TMEM60	7q11.23	85025
TMEM61	1p32.3	199964
TMEM62	15q15.2	80021
TMEM63A	1q42.12	9725
TMEM63B	6p21.1	55362
TMEM63C	14q24.3	57156
TMEM64	8q21.3	169200
TMEM65	8q24.13	157378
TMEM67	8q22.1	91147
TMEM68	8q12.1	137695
TMEM69	1p34.1	51249
TMEM69P1	8q22.1	100127982
TMEM69P2	5q35.3	100419853
TMEM70	8q21.11	54968
TMEM71	8q24.22	137835
TMEM72	10q11.21	643236
TMEM72-AS1	10q11.21	220980
TMEM74	8q23.1	157753
TMEM74B	20p13	55321
TMEM78	1q42.13	677790
TMEM79	1q22	84283
TMEM80	11p15.5	283232
TMEM81	1q32.1	388730
TMEM82	1p36.21	388595
TMEM86A	11p15.1	144110
TMEM86B	19q13.42	255043
TMEM87A	15q15.1	25963
TMEM87B	2q13	84910
TMEM88	17p13.1	92162
TMEM88B	1p36.33	643965
TMEM89	3p21.31	440955
TMEM91	19q13.2	641649
TMEM92	17q21.33	162461
TMEM92-AS1	17q21.33	
TMEM94	17q25.1	9772
TMEM95	17p13.1	339168
TMEM97	17q11.2	27346
TMEM97P1	21q22.3	
TMEM97P2	8p21.3	724059
TMEM98	17q11.2	26022
TMEM100	17q22	55273
TMEM101	17q21.31	84336
TMEM102	17p13.1	284114
TMEM104	17q25.1	54868
TMEM105	17q25.3	284186
TMEM106A	17q21.31	113277
TMEM106B	7p21.3	54664
TMEM106C	12q13.11	79022
TMEM107	17p13.1	84314
TMEM108	3q22.1	66000
TMEM108-AS1	3q22.1	101927455
TMEM109	11q12.2	79073
TMEM109-DT	11q12.2	105369323
TMEM114	16p13.2	283953
TMEM115	3p21.31	11070
TMEM116	12q24.13	89894
TMEM117	12q12	84216
TMEM119	12q23.3	338773
TMEM120A	7q11.23	83862
TMEM120B	12q24.31	144404
TMEM121	14q32.33	80757
TMEM121B	22q11.1	27439
TMEM123	11q22.2	114908
TMEM123-DT	11q22.2	101928424
TMEM125	1p34.2	128218
TMEM126A	11q14.1	84233
TMEM126B	11q14.1	55863
TMEM127	2q11.2	55654
TMEM128	4p16.3	85013
TMEM129	4p16.3	92305
TMEM130	7q22.1	222865
TMEM131	2q11.2	23505
TMEM131L	4q31.3	23240
TMEM132A	11q12.2	54972
TMEM132B	12q24.31	114795
TMEM132C	12q24.32	92293
TMEM132D	12q24.33	121256
TMEM132D-AS1	12q24.33	283352
TMEM132D-AS2	12q24.33	101927735
TMEM132E	17q12	124842
TMEM132E-DT	17q12	400591
TMEM133	11q22.1	
TMEM134	11q13.2	80194
TMEM135	11q14.2	65084
TMEM137	11q13.1	
TMEM138	11q12.2	51524
TMEM139	7q34	135932
TMEM139-AS1	7q34	105375545
TMEM140	7q33	55281
TMEM141	9q34.3	85014
TMEM143	19q13.32	55260
TMEM144	4q32.1	55314
TMEM145	19q13.2	284339
TMEM147	19q13.12	10430
TMEM147-AS1	19q13.12	100506469
TMEM150A	2p11.2	129303
TMEM150B	19q13.42	284417
TMEM150C	4q21.22	441027
TMEM151A	11q13.2	256472
TMEM151B	6p21.1	441151
TMEM154	4q31.3	201799
TMEM155	4q27	
TMEM156	4p14	80008
TMEM158	3p21.31	25907
TMEM160	19q13.32	54958
TMEM161A	19p13.11	54929
TMEM161B	5q14.3	153396
TMEM161B-DT	5q14.3	100505894
TMEM161BP1	10p11.21	646360
TMEM163	2q21.3	81615
TMEM164	Xq23	84187
TMEM165	4q12	55858
TMEM167A	5q14.2	153339
TMEM167AP1	Yq11.223	360028
TMEM167AP2	19p13.12	100129118
TMEM167B	1p13.3	56900
TMEM167B-DT	1p13.3	105378892
TMEM168	7q31.1	64418
TMEM169	2q35	92691
TMEM170A	16q23.1	124491
TMEM170B	6p24.2	100113407
TMEM171	5q13.2	134285
TMEM174	5q13.2	134288
TMEM175	4p16.3	84286
TMEM176A	7q36.1	55365
TMEM176B	7q36.1	28959
TMEM177	2q14.2	80775
TMEM178A	2p22.1	130733
TMEM178B	7q34	100507421
TMEM179	14q32.33	388021
TMEM179B	11q12.3	374395
TMEM181	6q25.3	57583
TMEM182	2q12.1	130827
TMEM183A	1q32.1	92703
TMEM183AP1	6p21.3	100048909
TMEM183AP2	5p13.3	646616
TMEM183AP3	15q13.2	388104
